"Đơn vị","Lĩnh vực","Mã số TTHC","Tên TTHC","Phí, lệ phí","Số hiệu Quyết định Phê duyệt Danh mục TTHC","Số hiệu Quyết định Quy trình nội bộ","Nơi tiếp nhận hồ sơ và trả kết quả","Cấp thực hiện","Thẩm quyền giải quyết","Số hiệu Quyết định công bố danh mục DVCTT","Mức độ DVCTT hiện tại","Ghi chú"
"SCT","Lĩnh vực Kinh doanh khí","2.000201.000.00.00.H34","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện trạm nạp LPG vào chai","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000187.000.00.00.H34","Cấp lại Giấy chứng nhận đủ điều kiện trạm nạp LPG vào xe bồn","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000175.000.00.00.H34","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện trạm nạp LPG vào xe bồn","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","1.000425.000.00.00.H34","Cấp lại Giấy chứng nhận đủ điều kiện trạm nạp LPG vào phương tiện vận tải","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000180.000.00.00.H34","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện trạm nạp LPG vào phương tiện vận tải","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000156.000.00.00.H34","Cấp lại Giấy chứng nhận đủ điều kiện thương nhân kinh doanh mua bán LNG","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000390.000.00.00.H34","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện thương nhân kinh doanh mua bán LNG","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000376.000.00.00.H34","Cấp lại Giấy chứng nhận đủ điều kiện trạm nạp LNG vào phương tiện vận tải","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000371.000.00.00.H34","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện trạm nạp LNG vào phương tiện vận tải","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000279.000.00.00.H34","Cấp lại Giấy chứng nhận đủ điều kiện thương nhân kinh doanh mua bán CNG","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","1.000481.000.00.00.H34","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện thương nhân kinh doanh mua bán CNG","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","1.000444.000.00.00.H34","Cấp lại Giấy chứng nhận đủ điều kiện trạm nạp CNG vào phương tiện vận tải","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Kinh doanh khí","2.000211.000.00.00.H34","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện trạm nạp CNG vào phương tiện vận tải","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.001617.000.00.00.H34","Cấp giấy phép hoạt động phát điện đối với nhà máy điện có quy mô công suất dưới 03MW đặt tại địa phương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.001549.000.00.00.H34","Cấp sửa đổi, bổ sung giấy phép hoạt động phát điện đối với nhà máy điện có quy mô công suất dưới 03MW đặt tại địa phương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.001724.000.00.00.H34","Cấp Sửa đổi, bổ sung giấy phép hoạt động phân phối điện đến cấp điện áp 35 kV tại địa phương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.001266.000.00.00.H34","Cấp sửa đổi, bổ sung giấy phép hoạt động bán lẻ điện đến cấp điện áp 0,4kV tại địa phương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.000543.000.00.00.H34","Cấp thẻ Kiểm tra viên điện lực cho các đối tượng thuộc thẩm quyền cấp của Sở Công Thương","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.000621.000.00.00.H34","Huấn luyện và cấp mới thẻ an toàn điện","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.000638.000.00.00.H34","Huấn luyện và cấp sửa đổi, bổ sung thẻ an toàn điện","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.000643.000.00.00.H34","Cấp lại thẻ an toàn điện","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.001561.000.00.00.H34","Cấp giấy phép hoạt động tư vấn chuyên ngành điện thuộc thẩm quyền cấp của địa phương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Điện","2.001632.000.00.00.H34","Cấp sửa đổi, bổ sung giấy phép hoạt động tư vấn chuyên ngành điện thuộc thẩm quyền cấp của địa phương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Vật liệu nổ công nghiệp, tiền chất thuốc nổ","2.000210.000.00.00.H34","Cấp lại Giấy chứng nhận huấn luyện kỹ thuật an toàn vật liệu nổ công nghiệp thuộc thẩm quyền giải quyết của Sở Công Thương","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Vật liệu nổ công nghiệp, tiền chất thuốc nổ","2.000172.000.00.00.H34","Cấp lại Giấy chứng nhận huấn luyện kỹ thuật an toàn tiền chất thuốc nổ","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lĩnh vực Vật liệu nổ công nghiệp, tiền chất thuốc nổ","1.003401.000.00.00.H34","Thu hồi Giấy phép sử dụng vật liệu nổ công nghiệp thuộc thẩm quyền giải quyết của Sở Công Thương","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","An toàn thực phẩm","2.000535.000.00.00.H34","Cấp lại Giấy chứng nhận đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh thực phẩm do Sở Công Thương thực hiện","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Lĩnh vực An toàn đập, hồ chứa thuỷ điện","2.001384.000.00.00.H34","Phê duyệt phương án cắm mốc chỉ giới xác định phạm vi bảo vệ đập thủy điện","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Thương mại quốc tế","2.000339.000.00.00.H34","Điều chỉnh tên, mã số doanh nghiệp, địa chỉ trụ sở chính, tên, địa chỉ của cơ sở bán lẻ, loại hình của cơ sở bán lẻ, điều chỉnh giảm diện tích của cơ sở bán lẻ trên Giấy phép lập cơ sở bán lẻ","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Thương mại quốc tế","2.000334.000.00.00.H34","Điều chỉnh tăng diện tích cơ sở bán lẻ thứ nhất trong trung tâm thương mại; tăng diện dích cơ sở bán lẻ ngoài cơ sở bán lẻ thứ nhất được lập trong trung tâm thương mại và không thuộc loại hình cửa hàng tiện lợi, siêu thị mini, đến mức dưới 500m2","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Thương mại quốc tế","2.000322.000.00.00.H34","Điều chỉnh tăng diện tích cơ sở bán lẻ thứ nhất không nằm trong trung tâm thương mại","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Thương mại quốc tế","1.001441.000.00.00.H34","Gia hạn Giấy phép lập cơ sở bán lẻ","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Thương mại quốc tế","2.000662.000.00.00.H34","Cấp Giấy phép lập cơ sở bán lẻ cho phép cơ sở bán lẻ được tiếp tục hoạt động","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Hóa chất","2.001175.000.00.00.H34","Cấp lại giấy chứng nhận đủ điều kiện sản xuất hóa chất sản xuất, kinh doanh có điều kiện trong lĩnh vực công nghiệp","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Hóa chất","2.001161.000.00.00.H34","Cấp lại giấy chứng nhận đủ điều kiện kinh doanh hóa chất sản xuất, kinh doanh có điều kiện trong lĩnh vực công nghiệp","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Thương mại biên giới và miền núi","2.001272.000.00.00.H34","Đăng ký thương nhân hoạt động thương mại biên giới Việt Nam - Lào","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Xuất nhập khẩu","2.001264.000.00.00.H34","Thủ tục lựa chọn thương nhân được phép tái xuất hàng hóa tạm nhập, tái xuất có điều kiện và hàng hóa tạm nhập, tái xuất theo Giấy phép qua cửa khẩu phụ, lối mở biên giới","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"SCT","Vật liệu nổ công nghiệp, tiền chất thuốc nổ","2.000229.000.00.00.H34","Cấp Giấy chứng nhận huấn luyện kỹ thuật an toàn vật liệu nổ công nghiệp thuộc thẩm quyền giải quyết của Sở Công Thương","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Vật liệu nổ công nghiệp, tiền chất thuốc nổ","2.001434.000.00.00.H34","Cấp Giấy phép sử dụng vật liệu nổ công nghiệp thuộc thẩm quyền giải quyết của Sở Công Thương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Vật liệu nổ công nghiệp, tiền chất thuốc nổ","2.001433.000.00.00.H34","Cấp lại Giấy phép sử dụng vật liệu nổ công nghiệp thuộc thẩm quyền giải quyết của Sở Công Thương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","An toàn đập, hồ chứa thuỷ điện","2.001322.000.00.00.H34","Thẩm định, phê duyệt quy trình vận hành hồ chứa thủy điện thuộc thẩm quyền phê duyệt của Ủy ban nhân dân cấp tỉnh","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","An toàn đập, hồ chứa thuỷ điện","2.001640.000.00.00.H34","Cấp giấy phép cho các hoạt động trong phạm vi bảo vệ đập, hồ chứa thủy điện trên địa bàn thuộc thẩm quyền cấp phép của Ủy ban nhân dân cấp tỉnh (trừ đập, hồ chứa thủy điện quy định tại điểm a khoản 3 Điều 22 Nghị định số 114/2018/NĐ-CP)","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","An toàn đập, hồ chứa thuỷ điện","2.001313.000.00.00.H34","Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình vùng hạ du đập thủy điện thuộc thẩm quyền phê duyệt của Ủy ban nhân dân cấp tỉnh","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","An toàn đập, hồ chứa thuỷ điện","2.001300.000.00.00.H34","Thẩm định, phê duyệt phương án ứng phó với tình huống khẩn cấp hồ chứa thủy điện thuộc thẩm quyền phê duyệt của Ủy ban nhân dân cấp tỉnh","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Công nghiệp địa phương","2.000331.000.00.00.H34","Cấp Giấy chứng nhận sản phẩm công nghiệp nông thôn tiêu biểu cấp tỉnh","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","2.000633.000.00.00.H34","Cấp Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","2.000629.000.00.00.H34","Cấp sửa đổi, bổ sung Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","1.001279.000.00.00.H34","Cấp lại Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","2.000620.000.00.00.H34","Cấp Giấy phép bán lẻ rượu","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 877/QĐ-TTg ngày 18/7/2018","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","2.000615.000.00.00.H34","Cấp sửa đổi, bổ sung Giấy phép bán lẻ rượu","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 806/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","2.001240.000.00.00.H34","Cấp lại Cấp Giấy phép bán lẻ rượu","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 877/QĐ-TTg ngày 18/7/2018","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","2.000181.000.00.00.H34","Cấp Giấy phép bán lẻ sản phẩm thuốc lá","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","2.000162.000.00.00.H34","Cấp sửa đổi, bổ sung Giấy phép bán lẻ sản phẩm thuốc lá","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Lưu thông hàng hóa trong nước","2.000150.000.00.00.H34","Cấp lại Giấy phép bán lẻ sản phẩm thuốc lá","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Kinh doanh khí","2.001283.000.00.00.H34","Cấp Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"SCT","Kinh doanh khí","2.001270.000.00.00.H34","Cấp lại Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","Kinh doanh khí","2.001261.000.00.00.H34","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","An toàn đập, hồ chứa thuỷ điện","2.000599.000.00.00.H34","Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình vùng hạ du đập thủy điện thuộc thẩm quyền phê duyệt của Ủy ban nhân dân cấp huyện","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
"SCT","An toàn đập, hồ chứa thuỷ điện","1.000473.000.00.00.H34","Thẩm định, phê duyệt phương án ứng phó với tình huống khẩn cấp hồ chứa thủy điện thuộc thẩm quyền phê duyệt của Ủy ban nhân dân cấp huyện","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 4",""
