"Đơn vị","Lĩnh vực","Mã số TTHC","Tên TTHC","Phí, lệ phí","Số hiệu Quyết định Phê duyệt Danh mục TTHC","Số hiệu Quyết định Quy trình nội bộ","Nơi tiếp nhận hồ sơ và trả kết quả","Cấp thực hiện","Thẩm quyền giải quyết","Số hiệu Quyết định công bố danh mục DVCTT","Mức độ DVCTT hiện tại","Ghi chú"
"SCT","Lưu thông hàng hóa trong nước","2.001646.000.00.00.H34","Cấp Giấy phép sản xuất rượu công nghiệp (quy mô dưới 3 triệu lít/năm)","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 846/QĐ-TTg ngày 09/06/2017","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.001630.000.00.00.H34","Cấp lại Giấy phép sản xuất rượu công nghiệp (quy mô dưới 3 triệu lít/năm)","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 846/QĐ-TTg ngày 09/06/2017","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.000636.000.00.00.H34","Cấp lại Giấy phép bán buôn rượu trên địa bàn tỉnh, thành phố trực thuộc trung ương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.000167.000.00.00.H34","Cấp lại giấy phép bán buôn sản phẩm thuốc lá","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.000626.000.00.00.H34","Cấp Giấy phép mua bán nguyên liệu thuốc lá","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 846/QĐ-TTg ngày 09/06/2017","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.000622.000.00.00.H34","Cấp lại Giấy phép mua bán nguyên liệu thuốc lá","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 846/QĐ-TTg ngày 09/06/2017","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.000673.000.00.00.H34","Cấp Giấy xác nhận đủ điều kiện làm đại lý bán lẻ xăng dầu","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.000672.000.00.00.H34","Cấp lại Giấy xác nhận đủ điều kiện làm đại lý bán lẻ xăng dầu","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.000674.000.00.00.H34","Cấp Giấy xác nhận đủ điều kiện làm tổng đại lý kinh doanh xăng dầu thuộc thẩm quyền cấp của Sở Công Thương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 3",""
"SCT","Lưu thông hàng hóa trong nước","2.000664.000.00.00.H34","Cấp lại Giấy xác nhận đủ điều kiện làm tổng đại lý kinh doanh xăng dầu thuộc thẩm quyền cấp của Sở Công Thương","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 3",""
"SCT","Thương mại quốc tế","2.000255.000.00.00.H34","Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện quyền phân phối bán lẻ hàng hóa","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","","Mức độ 2",""
"SCT","Thương mại quốc tế","2.000370.000.00.00.H34","Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện quyền nhập khẩu, quyền phân phối bán buôn các hàng hóa là dầu, mỡ bôi trơn","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","","Mức độ 2",""
"SCT","Thương mại quốc tế","2.000362.000.00.00.H34","Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện quyền phân phối bán lẻ các hàng hóa là gạo; đường; vật phẩm ghi hình; sách, báo và tạp chí","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","","Mức độ 2",""
"SCT","Thương mại quốc tế","2.000351.000.00.00.H34","Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện các dịch vụ khác quy định tại khoản d, đ, e, g, h, i Điều 5 Nghị định 09/2018/NĐ-CP","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","","Mức độ 2",""
"SCT","Thương mại quốc tế","2.000330.000.00.00.H34","Điều chỉnh Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","","Mức độ 2",""
"SCT","Thương mại quốc tế","2.000272.000.00.00.H34","Cấp giấy phép kinh doanh đồng thời với giấy phép lập cơ sở bán lẻ được quy định tại Điều 20 Nghị định số 09/2018/NĐ-CP","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","","Mức độ 2",""
"SCT","Thương mại quốc tế","2.000361.000.00.00.H34","Cấp giấy phép lập cơ sở bán lẻ thứ nhất, cơ sở bán lẻ ngoài cơ sở bán lẻ thứ nhất thuộc trường hợp không phải thực hiện thủ tục kiểm tra nhu cầu kinh tế (ENT)","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","","Mức độ 2",""
"SCT","Thương mại quốc tế","1.000774.000.00.00.H34","Cấp giấy phép lập cơ sở bán lẻ ngoài cơ sở bán lẻ thứ nhất thuộc trường hợp phải thực hiện thủ tục kiểm tra nhu cầu kinh tế (ENT)","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Lấy ý kiến Bộ Công Thương; Sở Công Thương cấp giấy phép","","Mức độ 2",""
"SCT","Thương mại quốc tế","2.002166.000.00.00.H34","Điều chỉnh tăng diện tích cơ sở bán lẻ khác và trường hợp cơ sở ngoài cơ sở bán lẻ thứ nhất thay đổi loại hình thành cửa hàng tiện lợi, siêu thị mini","Không","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","","Mức độ 2",""
"SCT","Kinh doanh khí","2.000142.000.00.00.H34","Cấp Giấy chứng nhận đủ điều kiện thương nhân kinh doanh mua bán LPG","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định 4816/QĐ-BCT ngày 26/12/2017","Mức độ 3",""
"SCT","Kinh doanh khí","2.000073.000.00.00.H34","Cấp Giấy chứng nhận đủ điều kiện trạm nạp LPG vào chai","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 3",""
"SCT","Kinh doanh khí","2.000194.000.00.00.H34","Cấp Giấy chứng nhận đủ điều kiện trạm nạp LPG vào xe bồn","Có","Quyết định số 237/QĐ-UBND ngày 14/5/2021","Quyết định số 314/QĐ-UBND ngày 21/6/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Công Thương","Quyết định số 805/QĐ-UBND ngày 23/11/2020","Mức độ 3",""
